날짜,항공사,출발시간,가격
2024.03.26 Tue,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.26 Tue,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.26 Tue,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.26 Tue,ANA항공 ,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.26 Tue,ANA항공 ,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.26 Tue,ANA항공 ,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.27 Wed,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 139,600원~"
2024.03.27 Wed,진에어,"11:05KIX13:10ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 155,700원~"
2024.03.27 Wed,티웨이항공,"19:30KIX21:30ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 157,400원~"
2024.03.27 Wed,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 157,400원~"
2024.03.27 Wed,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 160,200원~"
2024.03.27 Wed,진에어,"17:00KIX19:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 160,700원~"
2024.03.27 Wed,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/모든 결제수단편도 169,000원~"
2024.03.27 Wed,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/모든 결제수단편도 169,000원~"
2024.03.27 Wed,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 177,000원~"
2024.03.27 Wed,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.27 Wed,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.27 Wed,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 185,200원~"
2024.03.27 Wed,진에어,"12:00KIX14:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 185,200원~"
2024.03.27 Wed,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/모든 결제수단편도 186,800원~"
2024.03.27 Wed,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 220,100원~"
2024.03.27 Wed,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 223,500원~"
2024.03.27 Wed,아시아나항공,"15:30KIX17:20ICN직항, 01시간 50분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 223,500원~"
2024.03.27 Wed,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 223,500원~"
2024.03.27 Wed,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 231,500원~"
2024.03.27 Wed,아시아나항공,"17:00KIX19:05ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 250,600원~"
2024.03.27 Wed,대한항공,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 251,200원~"
2024.03.27 Wed,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.27 Wed,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/삼성카드편도 272,700원~"
2024.03.27 Wed,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.27 Wed,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.27 Wed,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.27 Wed,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.27 Wed,에어부산,"12:25KIX14:25ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.27 Wed,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.27 Wed,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.27 Wed,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.27 Wed,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.27 Wed,ANA항공 ,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.27 Wed,ANA항공 ,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.27 Wed,ANA항공 ,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.28 Thu,진에어,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 160,700원~"
2024.03.28 Thu,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.28 Thu,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.28 Thu,티웨이항공,"19:00KIX20:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.28 Thu,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 180,500원~"
2024.03.28 Thu,제주항공,"18:00KIX20:10ICN직항, 02시간 10분","성인/삼성카드편도 184,130원~"
2024.03.28 Thu,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/삼성카드편도 184,130원~"
2024.03.28 Thu,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 195,200원~"
2024.03.28 Thu,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 195,200원~"
2024.03.28 Thu,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 196,100원~"
2024.03.28 Thu,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 197,500원~"
2024.03.28 Thu,진에어,"12:00KIX14:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 199,900원~"
2024.03.28 Thu,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 214,700원~"
2024.03.28 Thu,진에어,"17:00KIX19:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 214,700원~"
2024.03.28 Thu,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 223,500원~"
2024.03.28 Thu,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 231,500원~"
2024.03.28 Thu,에어서울,"10:00KIX11:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 236,200원~"
2024.03.28 Thu,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 246,300원~"
2024.03.28 Thu,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 246,300원~"
2024.03.28 Thu,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 250,600원~"
2024.03.28 Thu,대한항공,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 251,200원~"
2024.03.28 Thu,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.28 Thu,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.28 Thu,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.28 Thu,에어부산,"12:25KIX14:25ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.28 Thu,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.28 Thu,아시아나항공,"17:00KIX19:05ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 313,000원~"
2024.03.28 Thu,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/삼성카드편도 327,100원~"
2024.03.28 Thu,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.28 Thu,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.28 Thu,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.28 Thu,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.28 Thu,ANA항공 ,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.28 Thu,ANA항공 ,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.28 Thu,ANA항공 ,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.29 Fri,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 196,100원~"
2024.03.29 Fri,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 211,600원~"
2024.03.29 Fri,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 211,600원~"
2024.03.29 Fri,티웨이항공,"19:00KIX20:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 211,600원~"
2024.03.29 Fri,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 219,800원~"
2024.03.29 Fri,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 219,800원~"
2024.03.29 Fri,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 230,200원~"
2024.03.29 Fri,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 250,900원~"
2024.03.29 Fri,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.03.29 Fri,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 253,900원~"
2024.03.29 Fri,진에어,"12:35KIX14:35ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 253,900원~"
2024.03.29 Fri,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.29 Fri,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.29 Fri,진에어,"17:00KIX19:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.29 Fri,진에어,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.29 Fri,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 285,600원~"
2024.03.29 Fri,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 289,000원~"
2024.03.29 Fri,아시아나항공,"17:00KIX19:05ICN직항, 02시간 05분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 289,000원~"
2024.03.29 Fri,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.29 Fri,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.29 Fri,에어부산,"12:25KIX14:25ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.29 Fri,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.29 Fri,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 329,700원~"
2024.03.29 Fri,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 339,600원~"
2024.03.29 Fri,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 339,600원~"
2024.03.29 Fri,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 342,200원~"
2024.03.29 Fri,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 447,600원~"
2024.03.29 Fri,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.29 Fri,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.29 Fri,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.29 Fri,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.29 Fri,ANA항공 ,"17:00KIX19:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.29 Fri,ANA항공 ,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.29 Fri,ANA항공 ,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.30 Sat,티웨이항공,"15:30KIX17:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 211,600원~"
2024.03.30 Sat,제주항공,"18:00KIX20:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 213,800원~"
2024.03.30 Sat,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 213,800원~"
2024.03.30 Sat,이스타항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 250,100원~"
2024.03.30 Sat,에어서울,"16:00KIX17:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.03.30 Sat,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.30 Sat,제주항공,"12:30KIX14:45ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.03.30 Sat,이스타항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 266,500원~"
2024.03.30 Sat,에어서울,"18:00KIX20:05ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 268,900원~"
2024.03.30 Sat,진에어,"16:00KIX18:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.30 Sat,진에어,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 273,600원~"
2024.03.30 Sat,티웨이항공,"10:55KIX12:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 273,800원~"
2024.03.30 Sat,티웨이항공,"19:00KIX20:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 273,800원~"
2024.03.30 Sat,진에어,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 293,200원~"
2024.03.30 Sat,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 301,700원~"
2024.03.30 Sat,에어부산,"18:30KIX20:35ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.30 Sat,에어부산,"15:25KIX17:40ICN직항, 02시간 15분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.30 Sat,에어부산,"12:25KIX14:25ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 304,900원~"
2024.03.30 Sat,제주항공,"09:50KIX11:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.30 Sat,진에어,"12:00KIX14:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 312,900원~"
2024.03.30 Sat,대한항공,"11:05KIX13:10ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 329,700원~"
2024.03.30 Sat,아시아나항공,"10:50KIX12:50ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 342,200원~"
2024.03.30 Sat,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 413,200원~"
2024.03.30 Sat,대한항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 447,600원~"
2024.03.30 Sat,대한항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 496,700원~"
2024.03.30 Sat,아시아나항공,"09:00KIX11:00ICN직항, 02시간 00분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 502,400원~"
2024.03.30 Sat,대한항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/신한카드편도 607,500원~"
2024.03.30 Sat,아시아나항공,"18:00KIX19:50ICN직항, 01시간 50분","성인/하나카드편도 762,000원~"
2024.03.30 Sat,일본항공,"11:55KIX14:00ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.30 Sat,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.30 Sat,일본항공,"13:45KIX15:45ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.30 Sat,ANA항공 ,"10:50KIX12:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.30 Sat,ANA항공 ,"09:00KIX11:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.03.30 Sat,일본항공,"18:10KIX20:15ICN직항, 02시간 05분","성인/KB국민카드편도 1,778,600원~"
2024.03.31 Sun,에어서울,"16:15KIX18:25ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 289,300원~"
2024.03.31 Sun,진에어,"13:10KIX15:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 293,200원~"
2024.03.31 Sun,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.31 Sun,제주항공,"16:20KIX18:20ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 305,500원~"
2024.03.31 Sun,이스타항공,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.03.31 Sun,이스타항공,"11:10KIX13:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.03.31 Sun,티웨이항공,"18:30KIX20:20ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.03.31 Sun,티웨이항공,"15:25KIX17:20ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.03.31 Sun,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/삼성카드편도 327,100원~"
2024.03.31 Sun,에어서울,"18:00KIX19:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 334,300원~"
2024.03.31 Sun,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 334,300원~"
2024.03.31 Sun,진에어,"17:30KIX19:20ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 340,700원~"
2024.03.31 Sun,에어부산,"12:50KIX14:50ICN직항, 02시간 00분","성인/삼성카드편도 343,600원~"
2024.03.31 Sun,진에어,"19:10KIX21:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 362,000원~"
2024.03.31 Sun,진에어,"16:15KIX18:05ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 362,000원~"
2024.03.31 Sun,에어부산,"18:45KIX20:50ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 362,100원~"
2024.03.31 Sun,에어부산,"16:00KIX18:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 362,100원~"
2024.03.31 Sun,대한항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 413,200원~"
2024.03.31 Sun,아시아나항공,"09:10KIX11:00ICN직항, 01시간 50분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 452,400원~"
2024.03.31 Sun,아시아나항공,"10:50KIX12:40ICN직항, 01시간 50분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 502,400원~"
2024.03.31 Sun,대한항공,"12:35KIX14:25ICN직항, 01시간 50분","성인/신한카드편도 565,300원~"
2024.03.31 Sun,대한항공,"18:25KIX20:15ICN직항, 01시간 50분","성인/신한카드편도 871,200원~"
2024.03.31 Sun,일본항공,"09:20KIX11:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,262,000원~"
2024.03.31 Sun,ANA항공 ,"10:50KIX12:40ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.04.01 Mon,진에어,"19:10KIX21:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 244,200원~"
2024.04.01 Mon,진에어,"17:30KIX19:20ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 244,200원~"
2024.04.01 Mon,티웨이항공,"18:30KIX20:20ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 250,900원~"
2024.04.01 Mon,에어서울,"19:00KIX21:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.04.01 Mon,에어서울,"16:15KIX18:25ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 252,500원~"
2024.04.01 Mon,제주항공,"19:40KIX21:40ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.04.01 Mon,제주항공,"11:50KIX13:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 254,800원~"
2024.04.01 Mon,진에어,"13:10KIX15:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 263,000원~"
2024.04.01 Mon,진에어,"16:15KIX18:05ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 263,000원~"
2024.04.01 Mon,이스타항공,"18:10KIX19:55ICN직항, 01시간 45분","성인/KB국민카드(이용실적 충족시)편도 266,500원~"
2024.04.01 Mon,이스타항공,"11:10KIX13:00ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 266,500원~"
2024.04.01 Mon,에어부산,"16:00KIX18:10ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 288,500원~"
2024.04.01 Mon,티웨이항공,"11:20KIX13:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.04.01 Mon,티웨이항공,"15:25KIX17:20ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 312,300원~"
2024.04.01 Mon,에어부산,"18:45KIX20:50ICN직항, 02시간 05분","성인/KB국민카드(이용실적 충족시)편도 329,400원~"
2024.04.01 Mon,에어부산,"12:50KIX14:50ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 329,400원~"
2024.04.01 Mon,에어서울,"09:55KIX11:55ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 334,300원~"
2024.04.01 Mon,아시아나항공,"17:00KIX18:55ICN직항, 01시간 55분","성인/현대 M2/M3 Edition2(이용실적 충족시)편도 417,200원~"
2024.04.01 Mon,대한항공,"09:15KIX11:05ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 447,600원~"
2024.04.01 Mon,대한항공,"12:35KIX14:25ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 496,700원~"
2024.04.01 Mon,아시아나항공,"09:10KIX11:00ICN직항, 01시간 50분","성인/하나카드편도 566,600원~"
2024.04.01 Mon,대한항공,"18:25KIX20:15ICN직항, 01시간 50분","성인/신한카드편도 871,200원~"
2024.04.01 Mon,아시아나항공,"10:50KIX12:40ICN직항, 01시간 50분","성인/하나카드편도 872,800원~"
2024.04.01 Mon,일본항공,"09:15KIX11:05ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 1,311,100원~"
2024.04.01 Mon,ANA항공 ,"17:00KIX18:55ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 1,378,700원~"
2024.04.01 Mon,일본항공,"12:35KIX14:25ICN직항, 01시간 50분","성인/KB국민카드편도 1,947,600원~"
2024.04.02 Tue,제주항공,"16:20KIX18:20ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 177,000원~"
2024.04.02 Tue,에어서울,"16:15KIX18:25ICN직항, 02시간 10분","성인/KB국민카드(이용실적 충족시)편도 178,800원~"
2024.04.02 Tue,에어서울,"19:00KIX21:00ICN직항, 02시간 00분","성인/KB국민카드(이용실적 충족시)편도 187,000원~"
2024.04.02 Tue,진에어,"10:40KIX12:35ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 193,400원~"
2024.04.02 Tue,진에어,"16:15KIX18:05ICN직항, 01시간 50분","성인/KB국민카드(이용실적 충족시)편도 193,400원~"
2024.04.02 Tue,티웨이항공,"11:20KIX13:15ICN직항, 01시간 55분","성인/KB국민카드(이용실적 충족시)편도 196,100원~"
